,,,,,,,,,,,,,
Year,Month,Day,Direction,Nationality,Vessel Type,Name of Vessel,Where From,Where Bound,Cargo 1,Cargo 2,Cargo 3,Cargo 4,Column1
1854,May,12,Upbound,American,Schooner,Buena Vista,Oswego,Cleveland,Salt,,,,IMG_4370.jpg
1854,May,12,Upbound,American,Schooner,Empire State,Oswego,Cleveland,Salt,,,,IMG_4370.jpg
1854,May,12,Upbound,American,Brigantine,Seminole,Oswego,Cleveland,Salt,,,,IMG_4370.jpg
1854,May,12,Upbound,American,Brigantine,Boston,Cobourg,Cleveland,No Cargo,,,,IMG_4370.jpg
1854,May,12,Upbound,American,Schooner,Crevola,Cape Vincent,Detroit,No Cargo,,,,IMG_4372.jpg
1854,May,12,Upbound,British,Schooner,Industry,Oswego,Port Rowan,No Cargo,,,,IMG_4372.jpg
1854,May,12,Upbound,British,Schooner,Catherine,Oswego,Clear Creek,No Cargo,Salt  ,,,IMG_4372.jpg
1854,May,12,Upbound,British,Schooner,Norfolk,Oswego,Port Burwell,No Cargo, ,,,IMG_4372.jpg
1854,May,12,Upbound,British,Schooner,Georgina,Oswego,Port Rowan,No Cargo,,,,IMG_4372.jpg
1854,May,12,Upbound,British,Schooner,Sarah & Cornelia,Kingston,Point Pelee,No Cargo,,,,IMG_4372.jpg
1854,May,13,Downbound,American,Propeller,Prairie State,Chicago,Ogdensburg,Corn,Lard,Flour,Wheat,IMG_4373.jpg
1854,May,13,Downbound,American,Propeller,Ogdensburgh,Chicago,Ogdensburg,Pork,Lard,,,IMG_4373.jpg
1854,May,13,Downbound,American,Propeller,J.W. Brooks,Cleveland,Ogdensburg,Pork,Lard,Fish,,IMG_4373.jpg
1854,May,13,Downbound,American,Brigantine,Alert,Cleveland,Ogdensburg,Pork,Lard,Cioal,,IMG_4373.jpg
1854,May,13,Downbound,American,Schooner,Adieu,Cleveland,Oswego,Corn,,,,IMG_4373.jpg
1854,May,13,Downbound,American,Schooner,A.L. Hoselton,Toledo,Oswego,Corn,Ashes,,,IMG_4373.jpg
1854,May,13,Downbound,American,Brigantine,H.H. Sizer,Saginaw,Oswego,Lumber,,,,IMG_4373.jpg
1854,May,13,Downbound,American,Brigantine,Sovereign of the Lake,Wallaceburg,Clayton,Timber,,,,IMG_4373.jpg
1854,May,13,Downbound,American,Schooner,S.A. Green,Erie,Toronto,Coal,,,,IMG_4373.jpg
1854,May,13,Downbound,British,Barkentine,Quebec ,River St. Clair,Port Metcalf,Timber,,,,IMG_4373.jpg
1854,May,13,Downbound,British,Schooner,George Keefer,Erie,Toronto,Coal,,,,IMG_4373.jpg
1854,May,13,Downbound,British,Schooner,Royalist,Erie,Hamilton,Coal, ,,,IMG_4373.jpg
1854,May,13,Downbound,British,Schooner,Lord Seaton,Point Pelee,Kingston,Timber,,,,IMG_4373.jpg
1854,May,13,Downbound,British,Schooner,Mermaid,Chatham,Kingston,staves,,,,IMG_4373.jpg
1854,May,13,Downbound,British,Brigantine,Peerless,Chatham,Kingston,Staves,,,,IMG_4373.jpg
1854,May,13,Downbound,British,Brigantine,Beaver,Nanticoke,Kingston,Staves,,,,IMG_4373.jpg
1854,May,13,Downbound,British,Schooner,Maid of the West,Wallaceburg,Kingston,Staves,,,,IMG_4373.jpg
1854,May,13,Downbound,British,Schooner,Antelope,Goderich,Montreal,Flour,Ashes,,,IMG_4373.jpg
1854,May,13,Upbound,American,Schooner,Almeda,Kingston,Toledo,No Cargo,,,,IMG_4372.jpg
1854,May,13,Upbound,American,Schooner,Manitou,Kingston,Detroit,No Cargo,,,,IMG_4372.jpg
1854,May,13,Upbound,American,Propeller,Granite State,Ogdensburg,Detroit,Mze,,,,IMG_4372.jpg
1854,May,13,Upbound,American,Propeller,Northern Michigan,Oswego,Detroit,Mze,,,,IMG_4372.jpg
1854,May,13,Upbound,American,Schooner,Vincennes,Oswego,Detroit,No Cargo,,,,IMG_4372.jpg
1854,May,13,Upbound,American,Schooner,Marengo,Oswego,Detroit,No Cargo,,,,IMG_4372.jpg
1854,May,13,Upbound,American,Schooner,Madison,Oswego,Port Burwell,No Cargo, ,,,IMG_4372.jpg
1854,May,13,Upbound,American,Schooner,Cherokee,Oswego,Ashley,No Cargo,,,,IMG_4372.jpg
1854,May,13,Upbound,American,Schooner,Roman,Oswego,Toledo,Salt,,,,IMG_4372.jpg
1854,May,13,Upbound,American,Brigantine,Saxon,Oswego,Toledo,No Cargo,,,,IMG_4372.jpg
1854,May,13,Upbound,American,Schooner,Challenge,Oswego,Sandusky,R.R. Iron,,,,IMG_4372.jpg
1854,May,13,Upbound,American,Schooner,Emblem,Oswego,Cleveland,No Cargo,,,,IMG_4372.jpg
1854,May,13,Upbound,American,Propeller,Cleveland,Ogdensburg,Cleveland,Castings,Mze,,,IMG_4372.jpg
1854,May,13,Upbound,American,Schooner,Ino  ,Charlotte,Chicago,Castings,Furniture,,,IMG_4372.jpg
1854,May,13,Upbound,British,Schooner,Queen Victoria,Kingston,Mersea,No Cargo,,,,IMG_4372.jpg
1854,May,13,Upbound,British,Schooner,Orion,Kingston,Port Robinson,R.R. Iron,,,,IMG_4372.jpg
1854,May,13,Upbound,British,Schooner,A. Gilmour,Kingston,Point Pelee,No Cargo,,,,IMG_4372.jpg
1854,May,13,Upbound,British,Schooner,Royal Tar,Kingston,Morpeth,No Cargo,,,,IMG_4372.jpg
1854,May,13,Upbound,British,Schooner,Will Black,Kingston,River Sydenham,No Cargo,,,,IMG_4372.jpg
1854,May,13,Upbound,British,Brigantine,Ocean,Kingston,Nanticoke,No Cargo,,,,IMG_4372.jpg
1854,May,13,Upbound,British,Schooner,Jolly Farmer,Toronto,Chatham,Staves,Merchandise,,,IMG_4374.jpg
1854,May,13,Upbound,British,Schooner,Jenny Lind,Toronto,Dunnville,Unreadable,unreadable,,,IMG_4374.jpg
1854,May,13,Upbound,British,Brigantine,Halifax,Montreal,Port Colborne,R.R. Iron,,,,IMG_4374.jpg
1854,May,13,Upbound,British,Schooner,Mary Frances,Oswego,Dunnville,No Cargo,,,,IMG_4374.jpg
1854,May,13,,American,commenced lock 9 at 6 of ?? On 12 - see other side,,,,,,,,IMG_4373.jpg
1854,May,15,Downbound,American,Schooner,Pilot,Erie,Oswego,Lumber,,,,IMG_4375.jpg
1854,May,15,Downbound,American,Brigantine,Manhattan,Erie,Oswego,Coal,,,,IMG_4375.jpg
1854,May,15,Downbound,American,Propeller,Dayton,Sandusky,Oswego,Flour,Wheat,,,IMG_4375.jpg
1854,May,15,Downbound,American,Schooner,Eclipse,Sandusky,Oswego,Wheat,,,,IMG_4375.jpg
1854,May,15,Downbound,American,Schooner,Toledo,Port Dover,Oswego,Lumber,,,,IMG_4375.jpg
1854,May,15,Downbound,American,Schooner,J.S. Reid,Cleveland,Oswego,Pork,,,,IMG_4375.jpg
1854,May,15,Downbound,American,Schooner,Jenny Lind,Cleveland,Oswego,Pork,Wheat flour,,,IMG_4375.jpg
1854,May,15,Downbound,American,Schooner,America,Ashtabula,Oswego,Lumber,,,,IMG_4375.jpg
1854,May,15,Downbound,American,Schooner,Fairfield,Bear Creek,Clayton,Staves,,,,IMG_4375.jpg
1854,May,15,Downbound,American,Brigantine,Oxford,Toledo,Montreal,Corn,Pork,Lard,,IMG_4375.jpg
1854,May,15,Downbound,British,Barkentine,Non Such,Bear Creek,Kingston,Timber,,,,IMG_4375.jpg
1854,May,15,Downbound,British,Brigantine,British Queen,Wallaceburg,Kingston,Timber,,,,IMG_4375.jpg
1854,May,15,Downbound,British,Schooner,Elizabeth,Bruce Creek,Kingston,Staves,,,,IMG_4375.jpg
1854,May,15,Downbound,British,Schooner,Mary  ,Cleveland,St. Catharines,Coal,Corn,Castings,,IMG_4375.jpg
1854,May,15,Downbound,British,Schooner,L.S. Shickluna,Cleveland,Montreal,Pork,Corn,Whiskey,,IMG_4375.jpg
1854,May,15,Downbound,British,Barkentine,Empire,Nanticoke,Kingston,Timber,,,,IMG_4375.jpg
1854,May,15,Upbound,American,Brigantine,New York,Clayton,Pigeon Bay,No Cargo,,,,IMG_4374.jpg
1854,May,15,Upbound,American,Barkentine,Pathfinder,Clayton,Wallaceburg ,No Cargo,,,,IMG_4374.jpg
1854,May,15,Upbound,American,Schooner,Montezuma,Oswego,Wallaceburg ,No Cargo, ,,,IMG_4374.jpg
1854,May,15,Upbound,American,Schooner,Advance,Oswego,Chicago,Salt,Merchandise,,,IMG_4374.jpg
1854,May,15,Upbound,American,Brigantine,Champlain,Oswego,Chicago,Coal,Merchandise,,,IMG_4374.jpg
1854,May,15,Upbound,American,Brigantine,Acadia,Oswego,Toledo,Salt,Merchandise,R.R. Iron,,IMG_4374.jpg
1854,May,15,Upbound,American,Brigantine,Rio Grande,Oswego,Toledo,Merchandise,R.R. Iron,,,IMG_4374.jpg
1854,May,15,Upbound,American,Schooner,Albion,Oswego,Toledo,Salt,,,,IMG_4374.jpg
1854,May,15,Upbound,American,Schooner,Monsoon,Oswego,Toledo,No Cargo,,,,IMG_4374.jpg
1854,May,15,Upbound,American,Schooner,Queen of the West,Oswego,Detroit,Salt,Lime,,,IMG_4374.jpg
1854,May,15,Upbound,American,Schooner,Paul Webster,Oswego,Cleveland,No Cargo,,,,IMG_4374.jpg
1854,May,15,Upbound,American,Schooner,Seaman,Ogdensburg,Cleveland,Iron,,,,IMG_4374.jpg
1854,May,15,Upbound,American,Schooner,Isabel,Port Ontario,Cleveland,Pig iron,,,,IMG_4374.jpg
1854,May,15,Upbound,American,Schooner,Australia,Pultneyville,Buffalo,Pig iron,,,,IMG_4374.jpg
1854,May,15,Upbound,British,Schooner,Sophia,Toronto,Owen Sound,Salt,iron merch,,,IMG_4374.jpg
1854,May,15,Upbound,British,Schooner,Lerwick,Oswego,Port Dover,No Cargo,,,,IMG_4374.jpg
1854,May,15,Upbound,British,Schooner,N.G.,Oswego,Port Stanley,Lime,,,,IMG_4374.jpg
1854,May,15,Upbound,British,Schooner,General Wolfe,Kingston,Bear Creek,No Cargo,,,,IMG_4374.jpg
1854,May,16,Downbound,American,Brigantine,Venice,Venice,Ogdensburg,Flour,ashes,,,IMG_4375.jpg
1854,May,16,Downbound,American,Brigantine,Roscius,Detroit,Ogdensburg,Flour,corn,,,IMG_4375.jpg
1854,May,16,Downbound,American,Brigantine,St. Louis,Bear Creek,Clayton,Staves,,,,IMG_4375.jpg
1854,May,16,Downbound,American,Schooner,E.C. Williams,Buffalo,Oswego,Pork,Lard,Flour,,IMG_4375.jpg
1854,May,16,Downbound,American,Schooner,Carlton,Toledo,Oswego,Wheat,,,,IMG_4375.jpg
1854,May,16,Downbound,American,Schooner,Skylark,Toledo,Oswego,Corn,pork  ,,,IMG_4375.jpg
1854,May,16,Downbound,American,Schooner,Major Kirby,Toledo,Oswego,Corn,,,,IMG_4375.jpg
1854,May,16,Downbound,American,Schooner,Maple Leaf,Toledo,Oswego,Corn,,,,IMG_4375.jpg
1854,May,16,Downbound,American,Schooner,Arab,Munroe,Oswego,Corn,pork ,,,IMG_4375.jpg
1854,May,16,Downbound,American,Schooner,Western,Ashtabula,Oswego,Lumber,,,,IMG_4375.jpg
1854,May,16,Downbound,American,Schooner,Henry Clay,Port Dover,Oswego,Lumber,,,,IMG_4375.jpg
1854,May,16,Downbound,American,Schooner,G.S. Weeks,Port Dover,Oswego,Lumber,,,,IMG_4375.jpg
1854,May,16,Downbound,British,Steamer,Ottawa,Chicago,Montreal,Pork,Lard,Flour,,IMG_4375.jpg
1854,May,16,Downbound,British,Brigantine,Mohawk,Bear Creek,Kingston,Staves,,,,IMG_4375.jpg
1854,May,16,Downbound,British,Schooner,James Coleman,Bear Creek,Kingston,Lumber,,,,IMG_4375.jpg
1854,May,16,Downbound,British,Schooner,Margaret,Cleveland,Port Dalhousie,Coal,,,,IMG_4375.jpg
1854,May,16,Downbound,British,Schooner,William John,Dunnville,Port Dalhousie,Plaster,,,,IMG_4375.jpg
1854,May,16,Upbound,American,Propeller,Jefferson,Cape Vincent,Cleveland,Merchandise,,,,IMG_4374.jpg
1854,May,16,Upbound,American,Propeller,Vermont,Ogdensburg,Cleveland,Merchandise,,,,IMG_4374.jpg
1854,May,16,Upbound,American,Brigantine,Odd Fellow,Ogdensburg,Cleveland,Slate,,,,IMG_4374.jpg
1854,May,16,Upbound,American,Schooner,Carrington,Oswego,Cleveland,No Cargo,,,,IMG_4374.jpg
1854,May,16,Upbound,American,Schooner,Charles Crook,Oswego,Cleveland,R.R. Iron,Merchandise,,,IMG_4374.jpg
1854,May,16,Upbound,American,Brigantine,Portland,Oswego,Toledo,R.R. Iron,,,,IMG_4374.jpg
1854,May,16,Upbound,American,Schooner,Marshfield,Clayton,Detroit,No Cargo,,,,IMG_4374.jpg
1854,May,16,Upbound,British,Steamer,Mazeppa,St. Catharines,Port Colborne,No Cargo,,,,IMG_4374.jpg
1854,May,16,Upbound,British,Schooner,Woodman,Kingston,Point Pelee,No Cargo,,,,IMG_4374.jpg
1854,May,16,Upbound,British,Schooner,Quebec,Kingston,Point Pelee,No Cargo,,,,IMG_4374.jpg
1854,May,16,Upbound,British,Schooner,Atlantic,Toronto,Cleveland,Scrap Iron,,,,IMG_4374.jpg
1854,May,16,Upbound,British,Schooner,Defiance,Toronto,Dunnville,Why,Merchandise,,,IMG_4376.jpg
1854,May,16,Upbound,British,Barkentine,Malta,Hamilton,Bear Creek,No Cargo, ,,,IMG_4376.jpg
1854,May,17,Downbound,American,Schooner,Omar,Cleveland,Oswego,Pork,Why flour,,,IMG_4378.jpg
1854,May,17,Downbound,American,Schooner,L.B. Crocker,Chicago,Oswego,why,,,,IMG_4378.jpg
1854,May,17,Downbound,American,Schooner,Flying Cloud,Chicago,Kingston,Corn,,,,IMG_4378.jpg
1854,May,17,Downbound,American,Schooner,Oneida Chief,Chicago,Montreal,Corn,beans,,,IMG_4378.jpg
1854,May,17,Downbound,American,Schooner,City,Buffalo,Montreal,Corn,,,,IMG_4378.jpg
1854,May,17,Downbound,British,Barkentine,Pomona,Lake St. Clair,Kingston,Timber,,,,IMG_4378.jpg
1854,May,17,Downbound,British,Barkentine,Ontario,Gasfield,Kingston,Timber,,,,IMG_4378.jpg
1854,May,17,Upbound,American,Schooner,Pierrepont,Charlotte,Toledo,Furniture,,,,IMG_4376.jpg
1854,May,17,Upbound,British,Barkentine,Mary Watson,Toronto,Goderich,Plaster,,,,IMG_4376.jpg
1854,May,18,Downbound,American,Brigantine,Burlington,Cleveland,Port Hope,Corn,Pork,,,IMG_4378.jpg
1854,May,18,Downbound,American,Propeller,Boston,Cleveland,Ogdensburg,Corn,Pork,Flour,,IMG_4378.jpg
1854,May,18,Downbound,American,Schooner,Andover,Toledo,Oswego,Lard,Pork,Ashes,,IMG_4378.jpg
1854,May,18,Downbound,American,Schooner,Oriental,Milwaukee,Oswego,Wheat,,,,IMG_4378.jpg
1854,May,18,Downbound,American,Schooner,Truman P. Handy,Milwaukee,Oswego,Wheat,,,,IMG_4378.jpg
1854,May,18,Downbound,American,Schooner,Niagara,Chicago,Oswego,Corn,,,,IMG_4378.jpg
1854,May,18,Downbound,American,Schooner,Belle Sheridan,Chicago,Kingston,Corn,,,,IMG_4378.jpg
1854,May,18,Downbound,American,Schooner,Mountaineer,Bear Creek,Clayton,Staves,,,,IMG_4378.jpg
1854,May,18,Downbound,American,Schooner,Citizen,Erie,Toronto,Coal,,,,IMG_4378.jpg
1854,May,18,Downbound,British,Schooner,Prince of Wales,Bear Creek,Kingston,Staves,,,,IMG_4378.jpg
1854,May,18,Downbound,British,Schooner,Isabella,Chatham,Kingston,Staves,,,,IMG_4378.jpg
1854,May,18,Downbound,British,Schooner,John L. Ranney,Port Stanley,Montreal,Wheat,Ashes,Cement,,IMG_4378.jpg
1854,May,18,Downbound,British,Schooner,Diadem,Erie,Toronto,Coal,,,,IMG_4378.jpg
1854,May,18,Downbound,British,Schooner,Shannon,Thorold,Niagara,Lumber,,,,IMG_4378.jpg
1854,May,18,Upbound,American,Schooner,Signal,Oswego,Cleveland,Salt,unreadable,,,IMG_4376.jpg
1854,May,18,Upbound,American,Brigantine,Concord,Montreal,Cleveland,No Cargo,,,,IMG_4376.jpg
1854,May,18,Upbound,British,Schooner,Eliza White,Toronto,buffalo,No Cargo,,,,IMG_4376.jpg
1854,May,18,Upbound,British,Schooner,Almeda,Toronto,Morpeth,No Cargo,,,,IMG_4376.jpg
1854,May,19,Downbound,American,Schooner,Kate Robinson ,Chicago,Montreal,Corn,,,,IMG_4378.jpg
1854,May,19,Downbound,American,Brigantine,Paragon,Chicago,Kingston,Corn,,,,IMG_4378.jpg
1854,May,19,Downbound,American,Schooner,Merrimac,Chicago,Cape Vincent,Oats,Pork,,,IMG_4378.jpg
1854,May,19,Downbound,American,Schooner,Homer Ramsdell,Milwaukee,Oswego,Wheat,,,,IMG_4378.jpg
1854,May,19,Downbound,American,Schooner,General Winfield Scott,Kenosha,Oswego,Wheat,,,,IMG_4378.jpg
1854,May,19,Downbound,British,Schooner,Jane Ann Marsh,Chatham,Kingston,Staves,,,,IMG_4378.jpg
1854,May,19,Downbound,British,Barkentine,Superior,Bear Creek,Kingston,Timber,,,,IMG_4378.jpg
1854,May,19,Upbound,American,Barkentine,Clayton,Clayton,Windsor,No Cargo,,,,IMG_4376.jpg
1854,May,19,Upbound,American,Propeller,Prairie State,Ogdensburg,Chicago,Glass,Nails ,Merchandise,,IMG_4376.jpg
1854,May,19,Upbound,American,Barkentine,Norman,Oswego,Chicago,Salt,unreadable,Coal,,IMG_4376.jpg
1854,May,19,Upbound,American,Schooner,Pilgrim,Oswego,Chicago,Salt,,,,IMG_4376.jpg
1854,May,19,Upbound,American,Brigantine,Pilgrim,Oswego,Detroit,Merchandise,,,,IMG_4376.jpg
1854,May,19,Upbound,American,Schooner,Baltic,Oswego,Thorold,Merchandise,Coal,,,IMG_4376.jpg
1854,May,19,Upbound,American,Propeller,Cincinnati,Oswego,Sandusky,Merchandise,,,,IMG_4376.jpg
1854,May,19,Upbound,American,Schooner,Kosciusko,Montreal,Cleveland,No Cargo,,,,IMG_4376.jpg
1854,May,19,Upbound,American,Brigantine,Buffalo,Kingston,Chicago,No Cargo,,,,IMG_4376.jpg
1854,May,19,Upbound,British,Barkentine,Water Witch,Kingston,Chicago,Iron,,,,IMG_4376.jpg
1854,May,19,Upbound,British,Barkentine,Quebec,Kingston,Bear Creek,No Cargo,,,,IMG_4376.jpg
1854,May,19,Upbound,British,Brigantine,Manchester,Kingston,River St. Clair,No Cargo,,,,IMG_4376.jpg
1854,May,19,Upbound,British,Schooner,Minerva Cook,Kingston,River St. Clair,No Cargo,,,,IMG_4376.jpg
1854,May,20,Downbound,American,Barkentine,Grace Greenwood,Milwaukee,Oswego,Pork, ,,,IMG_4381.jpg
1854,May,20,Downbound,American,Brigantine,Arabian,Chicago,Oswego,Pork,Rye,Potatoes,,IMG_4381.jpg
1854,May,20,Downbound,American,Schooner,Thornton,Chicago,Oswego,Lard,Wheat,Beef,,IMG_4381.jpg
1854,May,20,Downbound,American,Schooner,Petrel,Sandusky,Oswego,Wheat, , ,,IMG_4381.jpg
1854,May,20,Downbound,American,Schooner,Rebecca,Toledo,Oswego,Corn, , ,,IMG_4381.jpg
1854,May,20,Downbound,American,Schooner,Napoleon,Cleveland,Oswego,Corn,Hams, ,,IMG_4381.jpg
1854,May,20,Downbound,American,Schooner,Jane E. Rogers,Cleveland,Oswego,Corn,Hams,Flour,,IMG_4381.jpg
1854,May,20,Downbound,American,Propeller,Kentucky,Cleveland,Oswego,Pork,Sand, ,,IMG_4381.jpg
1854,May,20,Downbound,British,Brigantine,Mahoning,Cleveland,Ogdensburg,Corn,Flour, ,,IMG_4381.jpg
1854,May,20,Downbound,British,Schooner,Conductor,Amherstburg,Montreal,Flour,Ash,Beef,Wheat,IMG_4381.jpg
1854,May,20,Upbound,American,Propeller,Michigan,Ogdensburg,Chicago,Salt,Iron,Mechandise,,IMG_4379.jpg
1854,May,20,Upbound,American,Propeller,John W. Brooks,Ogdensburg,Detroit,Iron,Merchandise,,,IMG_4379.jpg
1854,May,20,Upbound,American,Schooner,Convoy,Oswego,Detroit,Salt,lime,,,IMG_4379.jpg
1854,May,20,Upbound,American,Schooner,Reindeer,Clayton,Bear Creek,No Cargo,,,,IMG_4379.jpg
1854,May,20,Upbound,British,Schooner,George Keefer,Toronto,Erie,No Cargo,,,,IMG_4379.jpg
1854,May,20,Upbound,British,Schooner,John Potter,Oakville,Bear Creek,No Cargo,,,,IMG_4379.jpg
1854,May,20,Upbound,British,Schooner,John Young,Port Metcalf,Bear Creek,No Cargo,,,,IMG_4379.jpg
1854,May,20,Upbound,British,Schooner,Mary,Port Credit,Cleveland,No Cargo,,,,IMG_4379.jpg
1854,May,20,Upbound,British,Schooner,Alert,Toronto,Owen Sound,Salt,Why,Merchadise,,IMG_4379.jpg
1854,May,22,Downbound,American,Brigantine,Maryland,Cleveland,Ogdensburg,Corn,Pork,Lard,Flour,IMG_4381.jpg
1854,May,22,Downbound,American,Schooner,J.C. Riggs,Toledo,Ogdensburg,Corn, , , ,IMG_4381.jpg
1854,May,22,Downbound,American,Schooner,A. Buckingham,Toledo,Oswego,Corn, , , ,IMG_4381.jpg
1854,May,22,Downbound,American,Schooner,Comely,Port Huron,Oswego,Lumber, , , ,IMG_4381.jpg
1854,May,22,Downbound,American,Schooner,Utica,Port Burwell,Oswego,Lumber, , , ,IMG_4381.jpg
1854,May,22,Downbound,American,Schooner,Melrose,Chicago,Oswego,Wheat, , , ,IMG_4381.jpg
1854,May,22,Downbound,American,Schooner,C. Reeves,Racine,Oswego,Wheat, , , ,IMG_4381.jpg
1854,May,22,Downbound,American,Propeller,Bay State,Detroit,Cape Vincent,Corn,Pork,Flour, ,IMG_4381.jpg
1854,May,22,Downbound,British,Barkentine,London,Batist Creek,Kingston,Timber, , , ,IMG_4381.jpg
1854,May,22,Downbound,British,Schooner,St. Andrews ,Bear Creek,Kingston,Timber, , , ,IMG_4381.jpg
1854,May,22,Downbound,British,Schooner,Annexation,Bayfield,St. Catharines,Wheat, , , ,IMG_4381.jpg
1854,May,22,Downbound,British,Schooner,Jenny Lind,Dunnville,Port Dalhousie,Plaster, , , ,IMG_4381.jpg
1854,May,22,Upbound,American,Propeller,Ogdensburgh,Ogdensburg,Chicago,Marble,Merchandise,,,IMG_4379.jpg
1854,May,22,Upbound,American,Schooner,Mark H. Sibley,Oswego,Chicago,Coal,Salt,,,IMG_4379.jpg
1854,May,22,Upbound,American,Propeller,Young America,Oswego,Detroit,Iron,Merchandise,,,IMG_4379.jpg
1854,May,22,Upbound,American,Propeller,Dayton,Oswego,Sandusky,Iron,,,,IMG_4379.jpg
1854,May,22,Upbound,American,Schooner,Josephine,Oswego,Port Burwell,Salt,None,,,IMG_4379.jpg
1854,May,22,Upbound,American,Schooner,T. Wiman,Oswego,Toledo,Salt,,,,IMG_4379.jpg
1854,May,22,Upbound,American,Schooner,Conquest,Oswego,Toledo,R.R. Iron,,,,IMG_4379.jpg
1854,May,22,Upbound,American,Schooner,Eclipse,Oswego,Toledo,R.R. Iron,,,,IMG_4379.jpg
1854,May,22,Upbound,American,Schooner,A.L. Hoselton,Oswego,Toledo,R.R. Iron,,,,IMG_4379.jpg
1854,May,22,Upbound,American,Schooner,Potomac,Oswego,Toledo,R.R. Iron,,,,IMG_4379.jpg
1854,May,22,Upbound,British,Schooner,Globe,Wellington Square,St. Catharines,No Cargo, ,,,IMG_4379.jpg
1854,May,22,Upbound,British,Schooner,Teresa Shickluna,Oswego,St. Catharines,Merchandise, ,,,IMG_4379.jpg
1854,May,22,Upbound,British,Schooner,Petrel,Oswego,Port Dover,No Cargo,,,,IMG_4379.jpg
1854,May,22,Upbound,British,Brigantine,N.D. Eberts,Oswego,Wallaceburg ,Iron,Furniture,,,IMG_4379.jpg
1854,May,22,Upbound,British,Schooner,Margaret,Port Dalhousie,Port Rowan,No Cargo,,,,IMG_4379.jpg
1854,May,22,Upbound,British,Schooner,Albion,Toronto,Erie,No Cargo,,,,IMG_4379.jpg
1854,May,22,Upbound,British,Schooner,Lord Seaton,Kingston,Lake St. Clair,No Cargo,,,,IMG_4379.jpg
1854,May,22,Upbound,British,Schooner,Dexter Calvin,Kingston,Windsor,No Cargo,,,,IMG_4379.jpg
1854,May,22,Upbound,British,Barkentine,Sinbad,Lachine,Cleveland,Iron Ore,,,,IMG_4379.jpg
1854,May,23,Downbound,American,Barkentine,Northern Light,Bear Creek,Clayton,Timber,,,,IMG_4384.jpg
1854,May,23,Downbound,American,Schooner,Suffolk,Chicago,Montreal,Corn,Pork,,,IMG_4384.jpg
1854,May,23,Downbound,American,Schooner,Poland,Chicago,Montreal,Corn, ,,,IMG_4384.jpg
1854,May,23,Downbound,American,Propeller,Lady of the Lake,Chicago,Ogdensburg,Oats ,Pork,Flour,Wheat,IMG_4384.jpg
1854,May,23,Downbound,American,Brigantine,Hampton,Chicago,Kingston,Corn, ,,,IMG_4384.jpg
1854,May,23,Downbound,American,Schooner,Cascade,Milwaukee,Ogdensburg,Flour, ,,,IMG_4384.jpg
1854,May,23,Downbound,American,Propeller,Granite State,Detroit,Ogdensburg,Ash,?,Flour,,IMG_4384.jpg
1854,May,23,Downbound,American,Propeller,Cleveland,Cleveland,Ogdensburg,Ash,Pork,Lard,Fish,IMG_4384.jpg
1854,May,23,Downbound,American,Schooner,John Oades,Cleveland,Oswego,Wheat, ,,,IMG_4384.jpg
1854,May,23,Downbound,American,Schooner,Gipsey,Cleveland,Oswego,Pork,Corn,Lard,Beef,IMG_4384.jpg
1854,May,23,Downbound,American,Schooner,C.L. Burton,Sandusky,Oswego,Pork,Wheat,,,IMG_4384.jpg
1854,May,23,Downbound,American,Schooner,L.C. Butts,Erie,Oswego,Coal, ,,,IMG_4384.jpg
1854,May,23,Downbound,American,Schooner,Alvin Bronson,Milwaukee,Oswego,Wheat, ,,,IMG_4384.jpg
1854,May,23,Downbound,American,Schooner,Challenge,Milwaukee,Oswego,Flour,Wheat,,,IMG_4384.jpg
1854,May,23,Downbound,British,Schooner,Bay of Quinte,River St. Clair,Kingston,Staves, ,,,IMG_4384.jpg
1854,May,23,Downbound,British,Schooner,Georgiana,Chatham,Kingston,Staves, ,,,IMG_4384.jpg
1854,May,23,Downbound,British,Schooner,Emblem,Chatham,Kingston,Staves, ,,,IMG_4384.jpg
1854,May,23,Downbound,British,Schooner,Norfolk,Port Burwell,Oswego,Lumber, ,,,IMG_4384.jpg
1854,May,23,Downbound,British,Propeller,Oxford,Buffalo,Montreal,Corn,Ash,,,IMG_4384.jpg
1854,May,23,Upbound,,,,,,,,,,IMG_4382.jpg
1854,May,23,Upbound,,,,,,,,,,IMG_4383.jpg
1854,May,24,Downbound,American,Barkentine,America,Bear Creek,Clayton,Timber, ,,,IMG_4384.jpg
1854,May,24,Downbound,American,Schooner,Buena Vista,Cleveland,Ogdensburg,Corn,Pork,Flour,,IMG_4384.jpg
1854,May,24,Downbound,American,Schooner,Mansfield,Cleveland,Montreal,Corn, ,,,IMG_4384.jpg
1854,May,24,Downbound,British,Schooner,Teresa Shickluna,St. Catharines,Oswego,Wheat,,,,IMG_4384.jpg
1854,May,24,Downbound,British,Schooner,Defiance,Dunnville,Toronto,Plaster, ,,,IMG_4384.jpg
1854,May,24,Upbound,,,,,,,,,,IMG_4382.jpg
1854,May,24,Upbound,,,,,,,,,,IMG_4383.jpg
1854,May,25,Downbound,American,Schooner,Plymouth Rock,Chicago,Kingston,Pork,Lard,Tallow,,IMG_4384.jpg
1854,May,25,Downbound,American,Propeller,Vermont,Cleveland,Ogdensburg,Flour,Butter, ,,IMG_4384.jpg
