,,,,,,,,,,,,,
Year,Month,Day,Direction,Nationality,Vessel Type,Name of Vessel,Where From,Where Bound,Cargo 1,Cargo 2,Cargo 3,Cargo 4,Column1
1854,June,9,Downbound,American,Schooner,Twin Sisters,Cleveland,Ogdensburg,Corn,Pork,Flour,,IMG_4400.jpg
1854,June,9,Downbound,American,Brigantine,Boston,Toledo,Cobourg,Corn,Pork,,,IMG_4400.jpg
1854,June,9,Downbound,American,Brigantine,Henry Wheaton,Toledo,Oswego,Wheat,,,,IMG_4400.jpg
1854,June,9,Downbound,American,Schooner,A.L. Hoselton,Toledo,Oswego,Lard,Ha??s,Stoves,,IMG_4400.jpg
1854,June,9,Downbound,American,Schooner,J.S. Reid,Toledo,Oswego,Wheat,,,,IMG_4400.jpg
1854,June,9,Downbound,American,Schooner,Isabel,Morpeth,Oswego,Wheat,,,,IMG_4400.jpg
1854,June,9,Downbound,American,Brigantine,Mohegan,Milwaukee,Oswego,Wheat,,,,IMG_4400.jpg
1854,June,9,Downbound,American,Schooner,Linden,Vermillion,Hamilton,Grinding Stone,,,,IMG_4400.jpg
1854,June,9,Downbound,American,Schooner,Montezuma,Wallaceburg,Clayton,Staves,,,,IMG_4400.jpg
1854,June,9,Downbound,American,Schooner,Marshfield,Bear Creek,Clayton,Staves,,,,IMG_4400.jpg
1854,June,9,Downbound,British,Brigantine,Beaver,Gosfield,Kingston,Lumber,,,,IMG_4400.jpg
1854,June,9,Downbound,British,Brigantine,British Queen,bear Creek,Kingston,Lumber,,,,IMG_4400.jpg
1854,June,9,Downbound,British,Barkentine,Pomona,Lake St. Clair,Kingston,Lumber,,,,IMG_4400.jpg
1854,June,9,Downbound,British,Schooner,Elizabeth,Erie,Toronto,Coal,,,,IMG_4400.jpg
1854,June,9,Downbound,British,Schooner,John Heisman,Wallaceburg,Kingston,Staves,,,,IMG_4400.jpg
1854,June,9,Upbound,American,Schooner,Northerner,Ogdensburg,Erie,Iron Ore,,,,IMG_4397.jpg
1854,June,9,Upbound,American,Schooner,Australia,Oswego,Ashtabula,Salt,Water Lime,,,IMG_4397.jpg
1854,June,9,Upbound,British,Schooner,Avoca,Oswego,Port Dover,No Cargo,,,,IMG_4397.jpg
1854,June,9,Upbound,British,Brigantine,Ocean,Kingston,Nanticoke,No Cargo,,,,IMG_4397.jpg
1854,June,9,Upbound,British,Barkentine,Quebec,Kingston,Gosfield,No Cargo,,,,IMG_4397.jpg
1854,June,10,Downbound,American,Schooner,West Chester,Chicago,Montreal,Corn,,,,IMG_4400.jpg
1854,June,10,Downbound,American,Schooner,Excelsior,Chicago,Oswego,Wheat,,,,IMG_4400.jpg
1854,June,10,Downbound,American,Schooner,Gem,Chicago,Ogdensburg,Corn,,,,IMG_4400.jpg
1854,June,10,Downbound,American,Propeller,Boston,Cleveland,Ogdensburg,Lard,Corn,Ashes,Wheat,IMG_4400.jpg
1854,June,10,Downbound,American,Brigantine,Venice,Sandusky,Ogdensburg,Corn,Ashes,Flour,,IMG_4400.jpg
1854,June,10,Downbound,American,Schooner,Petrel,Sandusky,Oswego,Staves,,,,IMG_4400.jpg
1854,June,10,Downbound,American,Propeller,Cincinnati,Sandusky,Oswego,Corn,,,,IMG_4400.jpg
1854,June,10,Downbound,American,Schooner,Potomac,Toledo,Oswego,Corn,Staves,,,IMG_4400.jpg
1854,June,10,Downbound,American,Schooner,Harbridge,Toledo,Oswego,Corn,,,,IMG_4400.jpg
1854,June,10,Downbound,American,Schooner,Ontonagon,Ashley,Oswego,Staves,,,,IMG_4400.jpg
1854,June,10,Downbound,American,Schooner,Napoleon,Erie,Hamilton,Coal ,,,,IMG_4400.jpg
1854,June,10,Downbound,American,Barkentine,Clayton,Lake St. Clair,Clayton,Timber,,,,IMG_4400.jpg
1854,June,10,Downbound,British,Schooner,Minerva Cook,Lake St. Clair,Kingston,Timber,,,,IMG_4402.jpg
1854,June,10,Downbound,British,Schooner,Europe,Lake St. Clair,Kingston,Staves,,,,IMG_4402.jpg
1854,June,10,Downbound,British,Schooner,Quebec,Point Pelee,Kingston,Timber,,,,IMG_4402.jpg
1854,June,10,Downbound,British,Schooner,J.C. Wheeler,Bear Creek,Kingston,Timber,,,,IMG_4402.jpg
1854,June,10,Downbound,British,Schooner,Sailors Bride,Goderich,Oswego,Wheat,,,,IMG_4402.jpg
1854,June,10,Downbound,British,Schooner,George Keefer,Erie,Toronto,Coal,,,,IMG_4402.jpg
1854,June,10,Downbound,British,Brigantine,Burlington,Port Bruce,Port Credit,R.R. Ties,,,,IMG_4402.jpg
1854,June,10,Downbound,British,Propeller,Western Miller,Cleveland,Montreal,Corn,Pork,,,IMG_4402.jpg
1854,June,10,Upbound,American,Propeller,Jefferson,Cape Vincent,Detroit,Iron,Merchandise,,,IMG_4399.jpg
1854,June,10,Upbound,American,Propeller,Cleveland,Ogdensburg,Cleveland,Iron,Marble,Merchandise,,IMG_4399.jpg
1854,June,10,Upbound,American,Schooner,H. Spencer,Ogdensburg,Cleveland,Iron Ore,,,,IMG_4399.jpg
1854,June,10,Upbound,American,Schooner,White Squall,Ogdensburg,Chicago,No Cargo,,,,IMG_4399.jpg
1854,June,10,Upbound,British,Schooner,Diadem,Toronto,Erie,No Cargo,,,,IMG_4399.jpg
1854,June,10,Upbound,British,Schooner,Albion,Toronto,Erie,No Cargo,,,,IMG_4399.jpg
1854,June,10,Upbound,British,Schooner,Royal Tar,Toronto,Morpeth,No Cargo,,,,IMG_4399.jpg
1854,June,12,Downbound,American,Barkentine,Sovereign of the Lake,Bear Creek,Clayton,Timber,,,,IMG_4402.jpg
1854,June,12,Downbound,American,Barkentine,Hungarian,Milwaukee,Oswego,Flour,Wheat,,,IMG_4402.jpg
1854,June,12,Downbound,American,Brigantine,Nebraska,Milwaukee,Oswego,Flour,Wheat,,,IMG_4402.jpg
1854,June,12,Downbound,American,Schooner,John Oades,Cleveland,Oswego,Pork,Wheat,,,IMG_4402.jpg
1854,June,12,Downbound,American,Schooner,Gipsey,Cleveland,Oswego,Corn,,,,IMG_4402.jpg
1854,June,12,Downbound,American,Schooner,Charles C Griswold,Sandusky,Oswego,Corn,Ashes,Flour,,IMG_4402.jpg
1854,June,12,Downbound,American,Schooner,Queen of the West,Ashley,Oswego,Staves,,,,IMG_4402.jpg
1854,June,12,Downbound,American,Schooner,Acorn,Port Burwell,Oswego,Lumber,,,,IMG_4402.jpg
1854,June,12,Downbound,American,Schooner,Margirette,Chicago,Ogdensburg,Wheat,,,,IMG_4402.jpg
1854,June,12,Downbound,British,Schooner,Mary,Cleveland,St. Catharines,Corn,Coal,Oats,,IMG_4402.jpg
1854,June,12,Downbound,British,Schooner,Dexter Calvin,Lake St. Clair,Kingston,Timber,,,,IMG_4402.jpg
1854,June,12,Downbound,British,Schooner,Lord Seaton,Sandwich,Kingston,Timber,,,,IMG_4402.jpg
1854,June,12,Downbound,British,Schooner,Prince of Wales,Sandwich,Kingston,Staves,,,,IMG_4402.jpg
1854,June,12,Downbound,British,Barkentine,Sinbad,Bear Creek,Kingston,Staves,,,,IMG_4402.jpg
1854,June,12,Upbound,American,Propeller,Northern Michigan,Cape Vincent,Detroit,R.R. Iron,Merchandise,,,IMG_4399.jpg
1854,June,12,Upbound,American,Barkentine,Indianna,Oswego,Detroit,Malt,Water Lime,,,IMG_4399.jpg
1854,June,12,Upbound,American,Schooner,Cherokee,Oswego,Detroit,Malt,,,,IMG_4399.jpg
1854,June,12,Upbound,American,Schooner,Albion,Oswego,Toledo,Malt,,,,IMG_4399.jpg
1854,June,12,Upbound,American,Schooner,Young Leopard,Oswego,Toledo,Malt,,,,IMG_4399.jpg
1854,June,12,Upbound,American,Schooner,Bay City,Oswego,Toledo,R.R. Iron,,,,IMG_4399.jpg
1854,June,12,Upbound,American,Brigantine,Ashland,Oswego,Toledo,R.R. Iron,,,,IMG_4399.jpg
1854,June,12,Upbound,American,Propeller,Louisville,Oswego,Sandusky,J???,Merchandise,,,IMG_4399.jpg
1854,June,12,Upbound,American,Brigantine,Saxon,Oswego,Cleveland,R.R. Iron,,,,IMG_4399.jpg
1854,June,12,Upbound,American,Schooner,Amazon,Oswego,Cleveland,Salt,,,,IMG_4399.jpg
1854,June,12,Upbound,American,Schooner,Kosciusko,Ogdensburg,Cleveland,Iron Ore,,,,IMG_4399.jpg
1854,June,12,Upbound,American,Schooner,White Cloud,Ogdensburg,Chicago,Furniture,Glass,,,IMG_4399.jpg
1854,June,12,Upbound,American,Propeller,Prairie State,Ogdensburg,Chicago,Nails,,,,IMG_4399.jpg
1854,June,12,Upbound,American,Brigantine,Missouri,Hamilton,Erie,No Cargo,,,,IMG_4399.jpg
1854,June,12,Upbound,British,Schooner,Edith,Whitby,Cleveland,No Cargo,,,,IMG_4399.jpg
1854,June,12,Upbound,British,Schooner,Catherine,Hamilton,Erie,No Cargo,,,,IMG_4399.jpg
1854,June,13,Downbound,American,Brigantine,May Flower,Chicago,Ogdensburg,Corn,Flour,Pork,Merchandise,IMG_4402.jpg
1854,June,13,Downbound,American,Schooner,Defiance,Buffalo,Oswego,Merchandise,,,,IMG_4402.jpg
1854,June,13,Downbound,American,Schooner,Puritan,Buffalo,Oswego,Merchandise,,,,IMG_4402.jpg
1854,June,13,Downbound,American,Schooner,Virginia,Cleveland,Oswego,No Entry,,,,IMG_4402.jpg
1854,June,13,Downbound,American,Schooner,Major Kirby,Toledo,Oswego,Merchandise,,,,IMG_4402.jpg
1854,June,13,Downbound,American,Schooner,Madison,Black River,Oswego,Lumber,,,,IMG_4402.jpg
1854,June,13,Downbound,British,Schooner,Shannon,Port Burwell,Oswego,Lumber,,,,IMG_4402.jpg
1854,June,13,Downbound,British,Schooner,Arabian,Erie,Toronto,Coal,,,,IMG_4402.jpg
1854,June,13,Downbound,British,Schooner,Jane Taylor,Buffalo,Toronto,Oats,Lard,Whiskey,,IMG_4402.jpg
1854,June,13,Downbound,British,Schooner,Rachael,St. Catharines,Port Dalhousie,No Cargo,,,,IMG_4402.jpg
1854,June,13,Downbound,British,Schooner,Royal Oak,Morpeth,Kingston,Pork,Potatoes,Staves,,IMG_4404.jpg
1854,June,13,Downbound,British,Schooner,James Coleman,Port Sarnia,Kingston,Staves,,,,IMG_4404.jpg
1854,June,13,Downbound,British,Barkentine,Malta,Bear Creek,Kingston,Timber,,,,IMG_4404.jpg
1854,June,13,Upbound,British,Schooner,Antelope,Hamilton,Erie,No Cargo,,,,IMG_4399.jpg
1854,June,14,Downbound,American,Schooner,Freeman,Cleveland,Ogdensburg,Pork,Flour,Whiskey,,IMG_4404.jpg
1854,June,14,Downbound,American,Schooner,Cincinnati,Cleveland,Oswego,Pork,Flour,Whiskey,Corn,IMG_4404.jpg
1854,June,14,Downbound,American,Schooner,Coral,Port Washington,Oswego,Flour,Whiskey,,,IMG_4404.jpg
1854,June,14,Downbound,American,Schooner,Maple Leaf,Sandusky,Oswego,Corn,,,,IMG_4404.jpg
1854,June,14,Downbound,American,Barkentine,Ocean,Racine,Oswego,Whiskey,,,,IMG_4404.jpg
1854,June,14,Downbound,British,Barkentine,Superior,River ????ham,Kingston,Timber,,,,IMG_4404.jpg
1854,June,14,Upbound,American,Propeller,Vermont,Ogdensburg,Detroit,Marble,Iron,Merchandise,,IMG_4401.jpg
1854,June,14,Upbound,American,Schooner,Augustus Ford,Kingston,Chicago,Pig Iron,,,,IMG_4401.jpg
1854,June,14,Upbound,American,Schooner,Ithaca,Oswego,Erie,Salt,Water Lime,,,IMG_4401.jpg
1854,June,14,Upbound,American,Schooner,Saratoga,Oswego,Port Burwell,No Cargo,,,,IMG_4401.jpg
1854,June,14,Upbound,American,Schooner,Ireland,Oswego,Cleveland,Salt,,,,IMG_4401.jpg
1854,June,14,Upbound,American,Schooner,J.C. Roeder,Oswego,Toledo,R.R. Iron,,,,IMG_4401.jpg
1854,June,14,Upbound,American,Schooner,Peoria,Oswego,Toledo,Salt,,,,IMG_4401.jpg
1854,June,14,Upbound,American,Schooner,Dahlia,Oswego,Toledo,Salt,,,,IMG_4401.jpg
1854,June,14,Upbound,American,Brigantine,John Irvin,Oswego,Toledo,Salt,,,,IMG_4401.jpg
1854,June,14,Upbound,American,Barkentine,Path Finder,Clayton,Bear Creek,No Cargo,,,,IMG_4401.jpg
1854,June,14,Upbound,British,Schooner,Atlantic,Toronto,Cleveland,No Cargo,,,,IMG_4401.jpg
1854,June,14,Upbound,British,Schooner,Swift,20 Mile Creek,Thorold,No Cargo,,,,IMG_4401.jpg
1854,June,14,Upbound,British,Schooner,Queen Victoria,Kingston,Mersea,No Cargo,,,,IMG_4401.jpg
1854,June,14,Upbound,British,Barkentine,Northern Light,Kingston,Bear Creek,No Cargo,,,,IMG_4401.jpg
1854,June,14,Upbound,British,Brigantine,Burlington,Port Credit,Port Bruce,No Cargo,,,,IMG_4401.jpg
1854,June,15,Downbound,American,Brigantine,Caroline,Chicago,Ogdensburg,Corn,Flour,,,IMG_4404.jpg
1854,June,15,Downbound,American,Schooner,J.C. Riggs,Cleveland,Oswego,Flour,,,,IMG_4404.jpg
1854,June,15,Downbound,American,Schooner,Andover,Toledo,Oswego,Wheat,,,,IMG_4404.jpg
1854,June,15,Downbound,American,Schooner,Mountaineer,Bear Creek,Clayton,Staves,,,,IMG_4404.jpg
1854,June,15,Downbound,British,Schooner,Teresa Shickluna,Marshville,Oswego,Wheat,,,,IMG_4404.jpg
1854,June,15,Downbound,British,Brigantine,Christina,Gosfield,Kingston,Timber,,,,IMG_4404.jpg
1854,June,15,Downbound,British,Barkentine,Non Such,River St. Clair,Kingston,Timber,,,,IMG_4404.jpg
1854,June,15,Upbound,American,Propeller,Boston,Ogdensburg,Cleveland,Iron,Merchandise,,,IMG_4402.jpg
1854,June,15,Upbound,American,Brigantine,Boston,Cobourg,Buffalo,No Cargo,,,,IMG_4403.jpg
1854,June,15,Upbound,American,Brigantine,Veuenca,Oswego,Toledo,R.R. Iron,,,,IMG_4403.jpg
1854,June,15,Upbound,American,Schooner,A. Scott,Oswego,Toledo,Salt,,,,IMG_4403.jpg
1854,June,15,Upbound,American,Schooner,Gell Chapman,Oswego,Chicago,Water Lime,Salt,,,IMG_4403.jpg
1854,June,15,Upbound,American,Schooner,Utica,Oswego,Port Burwell,No Cargo,,,,IMG_4403.jpg
1854,June,15,Upbound,American,Schooner,Linden,Hamilton,Port Burwell,No Cargo,,,,IMG_4403.jpg
1854,June,15,Upbound,American,Propeller,Ogdensburgh,Ogdensburg,Chicago,Iron,Merchandise,,,IMG_4403.jpg
1854,June,15,Upbound,British,Schooner,George Keefer,Toronto,Erie,Merchandise,,,,IMG_4403.jpg
1854,June,15,Upbound,British,Schooner,Defiance,Buffalo,Buffalo,No Cargo,,,,IMG_4403.jpg
1854,June,16,Downbound,American,Propeller,Cleveland,Cleveland,Ogdensburg,Flour,Lard,Ashes,Butter,IMG_4404.jpg
1854,June,16,Downbound,American,Propeller,J.W. Brooks,Detroit,Ogdensburg,Flour,Pork,Fish,,IMG_4404.jpg
1854,June,16,Downbound,American,Propeller,Jefferson,Monroe,Oswego,Oats,???,,,IMG_4404.jpg
1854,June,16,Downbound,American,Schooner,Minnesota,Buffalo,Oswego,Wheat,,,,IMG_4404.jpg
1854,June,16,Downbound,American,Brigantine,Cayuga,Toledo,Montreal,Corn,Lard,Pork,,IMG_4404.jpg
1854,June,16,Downbound,British,Schooner,Swift,Thorold,Port Credit,Cement,,,,IMG_4404.jpg
1854,June,16,Downbound,British,Schooner,Sweet Home,Chatham,Kingston,Staves,,,,IMG_4404.jpg
1854,June,16,Downbound,British,Schooner,St. Andrews,Lake St. Clair,Kingston,Timber,,,,IMG_4404.jpg
1854,June,16,Downbound,British,Barkentine,Empire,Port Sarnia,Kingston,Timber,,,,IMG_4404.jpg
1854,June,16,Downbound,British,Barkentine,Quebec,Port Robinson,Kingston,Timber,,,,IMG_4404.jpg
1854,June,16,Downbound,British,Brigantine,William Penn,Bear Creek,Kingston,Timber,,,,IMG_4404.jpg
1854,June,16,Upbound,American,Schooner,Poland,Ogdensburg,Cleveland,Iron Ore,,,,IMG_4403.jpg
1854,June,16,Upbound,American,Propeller,Michigan,Ogdensburg,Cleveland,Fish,Iron,Merchandise,,IMG_4403.jpg
1854,June,16,Upbound,American,Propeller,Cincinnati,Oswego,Sandusky,Salt,Iron,Merchandise,,IMG_4403.jpg
1854,June,16,Upbound,American,Schooner,Challenge,Oswego,Sandusky,R.R. Iron,Merchandise,,,IMG_4403.jpg
1854,June,16,Upbound,American,Schooner,Toledo,Oswego,Fair Port,Salt,,,,IMG_4403.jpg
1854,June,16,Upbound,American,Brigantine,John H. Harmon,Oswego,Chicago,Salt,Water Lime,,,IMG_4403.jpg
1854,June,16,Upbound,American,Schooner,Gazelle,Pultneyville,Buffalo,Pig Iron,,,,IMG_4403.jpg
1854,June,16,Upbound,American,Schooner,Reindeer,Clayton,Port Burwell,No Cargo,,,,IMG_4403.jpg
1854,June,16,Upbound,American,Schooner,Fairfield,Clayton,Wallaceburg ,No Cargo,,,,IMG_4403.jpg
1854,June,16,Upbound,British,Brigantine,British Queen,Kingston,Windsor,No Cargo,,,,IMG_4403.jpg
1854,June,16,Upbound,British,Brigantine,Manchester,Kingston,Bear Creek,No Cargo,,,,IMG_4403.jpg
1854,June,16,Upbound,British,Schooner,A. Gilmour,Kingston,Point Pelee,No Cargo,,,,IMG_4403.jpg
1854,June,16,Upbound,British,Schooner,Georgina,Hamilton,Port Rowan,Merchandise, ,,,IMG_4403.jpg
1854,June,17,Downbound,American,Barkentine,William Sturgis,Chicago,Ogdensburg,Oats,Flour,,,IMG_4406.jpg
1854,June,17,Downbound,British,Schooner,Petrel,Port Dover,Oswego,Lumber,,,,IMG_4406.jpg
1854,June,17,Upbound,American,Barkentine,Clayton,Clayton,Bear Creek,No Cargo,,,,IMG_4405.jpg
1854,June,17,Upbound,American,Schooner,Marshfield,Clayton,Bear Creek,No Cargo,,,,IMG_4405.jpg
1854,June,17,Upbound,American,Schooner,Montezuma,Clayton,Bear Creek,No Cargo,,,,IMG_4405.jpg
1854,June,17,Upbound,American,Schooner,Lavinia,Oswego,Cleveland,R.R. Iron,,,,IMG_4405.jpg
1854,June,17,Upbound,American,Schooner,Paul Newhalt,Oswego,Cleveland,Salt,,,,IMG_4405.jpg
1854,June,17,Upbound,American,Schooner,Daniel Webster,Oswego,Milwaukee,Salt,,,,IMG_4405.jpg
1854,June,17,Upbound,American,Schooner,Sylph,Oswego,Toledo,R.R. Iron,,,,IMG_4405.jpg
1854,June,17,Upbound,American,Schooner,New Haven,Oswego,Toledo,R.R. Iron,Castings,,,IMG_4405.jpg
1854,June,17,Upbound,American,Schooner,Australia,Oswego,Toledo,R.R. Iron,,,,IMG_4405.jpg
1854,June,17,Upbound,American,Schooner,Kate Robinson,Oswego,Chicago,Water Lime,Salt,Merchandise,,IMG_4405.jpg
1854,June,17,Upbound,American,Schooner,Manitou,Oswego,Detroit,Water Lime,Salt,,,IMG_4405.jpg
1854,June,17,Upbound,British,Schooner,Conductor,Montreal,Amherstburg,Pig Iron,Merchandise,,,IMG_4405.jpg
1854,June,17,Upbound,British,Schooner,Leander,Kingston,Cleveland,Pig Iron,,,,IMG_4405.jpg
1854,June,17,Upbound,British,Schooner,Woodman,Kingston,Sturgeon Creek,No Cargo,,,,IMG_4405.jpg
1854,June,17,Upbound,British,Schooner,J.C. Wheeler,Kingston,Port Dover,No Cargo,,,,IMG_4405.jpg
1854,June,17,Upbound,British,Schooner,Minerva Cook,Kingston,Lake St. Clair,No Cargo,,,,IMG_4405.jpg
1854,June,17,Upbound,British,Brigantine,Beaver,Kingston,Gosfield,No Cargo,,,,IMG_4405.jpg
1854,June,17,Upbound,British,Barkentine,Pomona,Kingston,Bear Creek,No Entry,,,,IMG_4405.jpg
1854,June,19,Downbound,American,Schooner,Northerner,Erie,Oswego,Coal,,,,IMG_4406.jpg
1854,June,19,Downbound,American,Schooner,Hamilton,Toledo,Oswego,Corn,Ashes,N??,,IMG_4406.jpg
1854,June,19,Downbound,American,Schooner,Patrick Henry,Toledo,Cape Vincent,Corn,,,,IMG_4406.jpg
1854,June,19,Downbound,British,Schooner,Empress,Cleveland,Montreal,Corn,Pork,N??,,IMG_4406.jpg
1854,June,19,Upbound,American,Barkentine,Sovereign of the Lake,Clayton,River St. Clair,No Cargo,,,,IMG_4405.jpg
1854,June,19,Upbound,American,Schooner,Henry Clay,Oswego,Erie,Salt,,,,IMG_4405.jpg
1854,June,19,Upbound,American,Schooner,Harbridge,Oswego,Toledo,Salt,,,,IMG_4405.jpg
1854,June,19,Upbound,American,Schooner,S.A. Buchard,Oswego,Toledo,Salt,R.R. Iron,,,IMG_4405.jpg
1854,June,19,Upbound,American,Schooner,Vincennes,Oswego,Toledo,R.R. Iron,,,,IMG_4405.jpg
1854,June,19,Upbound,American,Schooner,J.S. Reid,Oswego,Toledo,R.R. Iron,,,,IMG_4405.jpg
1854,June,19,Upbound,American,Schooner,A.L. Hoselton,Oswego,Toledo,R.R. Iron,,,,IMG_4405.jpg
1854,June,19,Upbound,American,Schooner,Carlton,Oswego,Toledo,R.R. Iron,,,,IMG_4405.jpg
1854,June,19,Upbound,American,Schooner,Excelsior,Oswego,Toledo,R.R. Iron,,,,IMG_4405.jpg
1854,June,19,Upbound,American,Schooner,Hope,Oswego,Toledo,R.R. Iron,,,,IMG_4405.jpg
1854,June,19,Upbound,American,Schooner,John Oades,Oswego,Sandusky,Salt,,,,IMG_4405.jpg
1854,June,19,Upbound,American,Schooner,Ontonagon,Oswego,Detroit,Salt,,,,IMG_4405.jpg
1854,June,19,Upbound,American,Schooner,Sirius,Oswego,Detroit,Salt,Water Lime,,,IMG_4405.jpg
1854,June,19,Upbound,American,Brigantine,Mohegan,Oswego,Detroit,Salt,Coal,,,IMG_4405.jpg
1854,June,19,Upbound,American,Schooner,Henry Clay,Oswego,Port Burwell,Salt,,,,IMG_4405.jpg
1854,June,19,Upbound,American,Schooner,Madison,Oswego,Port Burwell,No Cargo,,,,IMG_4405.jpg
1854,June,19,Upbound,American,Schooner,Coral,Oswego,St. Clair,No Cargo,,,,IMG_4407.jpg
1854,June,19,Upbound,American,Schooner,Isabel,Oswego,Cleveland,Salt,Tin,Merchandise,,IMG_4407.jpg
1854,June,19,Upbound,American,Schooner,Jane E. Rogers,Oswego,Cleveland,R.R. Iron,Castings,,,IMG_4407.jpg
1854,June,19,Upbound,American,Schooner,Gipsey,Oswego,Cleveland,Salt,,,,IMG_4407.jpg
1854,June,19,Upbound,American,Schooner,Omar,Oswego,Cleveland,Salt,,,,IMG_4407.jpg
1854,June,19,Upbound,American,Schooner,Petrel,Oswego,Cleveland,R.R. Iron,,,,IMG_4407.jpg
1854,June,19,Upbound,American,Schooner,Speedwell,Ogdensburg,Cleveland,Iron Ore,,,,IMG_4407.jpg
1854,June,19,Upbound,British,Schooner,Candea,Kingston,Port Burwell,No Cargo,,,,IMG_4407.jpg
1854,June,19,Upbound,British,Schooner,Dexter Calvin,Kingston,Point Pelee,No Cargo,,,,IMG_4407.jpg
1854,June,19,Upbound,British,Schooner,Quebec,Kingston,River St. Clair,No Cargo,,,,IMG_4407.jpg
1854,June,19,Upbound,British,Schooner,Emma,Oswego,Port Burwell,Salt,Merchandise,,,IMG_4407.jpg
1854,June,19,Upbound,British,Schooner,Sailors Bride,Oswego,Goderich,Salt,,,,IMG_4407.jpg
1854,June,19,Upbound,British,Schooner,Mary,St. Catharines,Cleveland,Salt,,,,IMG_4407.jpg
1854,June,19,Upbound,British,Schooner,California,Hamilton,Morpeth,No Cargo,,,,IMG_4407.jpg
1854,June,20,Downbound,American,Propeller,Granite State,Chicago,Ogdensburg,Hides,,,,IMG_4408.jpg
1854,June,20,Downbound,American,Barkentine,Northern Light,Bear Creek,Clayton,Timber,,,,IMG_4408.jpg
1854,June,20,Downbound,American,Brigantine,Canton,Toledo,Oswego,Corn,Ashes,,,IMG_4408.jpg
1854,June,20,Downbound,British,Barkentine,London,River Thames,Kingston,Timber,,,,IMG_4408.jpg
1854,June,20,Downbound,British,Schooner,Isaac Buchanan,Port Stanley,Montreal,Ashes,Wheat,Pork,,IMG_4408.jpg
1854,June,20,Downbound,British,Schooner,Diadem,Erie,Toronto,Coal,,,,IMG_4408.jpg
1854,June,20,Downbound,British,Schooner,Antelope,Erie,Toronto,Coal,,,,IMG_4408.jpg
1854,June,20,Downbound,British,Schooner,Albion,Erie,Toronto,Coal,,,,IMG_4408.jpg
1854,June,20,Downbound,British,Schooner,Catherine,Erie,Hamilton,Coal, ,,,IMG_4408.jpg
1854,June,20,Upbound,American,Brigantine,Nebraska,Oswego,Milwaukee,Salt,,,,IMG_4407.jpg
1854,June,20,Upbound,American,Schooner,Defiance,Oswego,Chicago,Salt,Water Lime,,,IMG_4407.jpg
1854,June,20,Upbound,American,Schooner,Roman,Oswego,Toledo,Salt,Coal,,,IMG_4407.jpg
1854,June,20,Upbound,American,Brigantine,Henry Wheaton,Oswego,Toledo,Salt,Water Lime,,,IMG_4407.jpg
1854,June,20,Upbound,American,Schooner,Potomac,Oswego,Cleveland,R.R. Iron,,,,IMG_4407.jpg
1854,June,20,Upbound,American,Schooner,John J. Morley,Ogdensburg,Cleveland,No Cargo,,,,IMG_4407.jpg
1854,June,20,Upbound,British,Schooner,Caledonia,Montreal,Windsor,Pig Iron,Merchandise,,,IMG_4407.jpg
1854,June,21,Downbound,American,Propeller,Vermont,Cleveland,Ogdensburg,Lard,Ashes,Flour,,IMG_4408.jpg
1854,June,21,Downbound,American,Schooner,Alvin Bronson,Toledo,Oswego,Corn,Pork,,,IMG_4408.jpg
1854,June,21,Downbound,American,Schooner,Pilot,Port Burwell,Oswego,Lumber,,,,IMG_4408.jpg
1854,June,21,Downbound,American,Schooner,Australia,Ashtabula,Oswego,Lumber,,,,IMG_4408.jpg
1854,June,21,Downbound,American,Barkentine,America,Bear Creek,Clayton,Timber,,,,IMG_4408.jpg
1854,June,21,Downbound,British,Brigantine,Ocean,Morpeth,Kingston,Timber,,,,IMG_4408.jpg
1854,June,21,Downbound,British,Schooner,Maid of the West,Chatham,Kingston,Staves,,,,IMG_4408.jpg
1854,June,21,Upbound,American,Propeller,Cleveland,Ogdensburg,Detroit,Nails,Merchandise,,,IMG_4407.jpg
1854,June,21,Upbound,American,Schooner,Twin Sisters,Ogdensburg,Detroit,Iron Ore,,,,IMG_4407.jpg
1854,June,21,Upbound,American,Schooner,Sheridan,Montreal,Detroit,Pig Iron,,,,IMG_4407.jpg
1854,June,21,Upbound,American,Schooner,Maple Leaf,Oswego,Detroit,Pig Iron,Merchandise,,,IMG_4407.jpg
1854,June,21,Upbound,American,Brigantine,Lowell,Oswego,Detroit,Castings,Pig Iron,Merchandise,,IMG_4407.jpg
1854,June,21,Upbound,American,Schooner,Coleraine,Oswego,Detroit,Salt,,,,IMG_4407.jpg
1854,June,21,Upbound,American,Schooner,Cincinnati,Oswego,Cleveland,Salt,,,,IMG_4407.jpg
1854,June,21,Upbound,American,Schooner,Puritan,Oswego,toledo,R.R. Iron,,,,IMG_4407.jpg
1854,June,21,Upbound,American,Schooner,Virginia,Oswego,Toledo,R.R. Iron,,,,IMG_4407.jpg
1854,June,21,Upbound,American,Brigantine,Acadia,Oswego,Toledo,R.R. Iron,Merchandise,,,IMG_4407.jpg
1854,June,21,Upbound,American,Brigantine,Ocean,Oswego,Chicago,Coal,,,,IMG_4407.jpg
1854,June,21,Upbound,American,Schooner,Queen of the West,Oswego,Erie,Water Lime,,,,IMG_4409.jpg
1854,June,21,Upbound,American,Propeller,St. Nicholas,Oswego,Sandusky,R.R. Iron,Salt,Merchandise,,IMG_4409.jpg
