Year,Month,Day,Nationality,Vessel Type,Name of Vessel,Where From,Where Bound,Cargo 1,Cargo 2,Cargo 3,Cargo 4,Direction,LAC Image #
1854,July,26,American,Barkentine,Great West,Oswego,Chicago,Salt,R.R. Iron,Merchandise,,Upbound,IMG_4440.jpg
1854,July,26,American,Schooner,Augustus Ford,Oswego,Chicago,R.R. Iron,Castings,,,Upbound,IMG_4440.jpg
1854,July,26,American,Schooner,T.P. Handy,Oswego,Cleveland,Salt,R.R. Iron,Water Lime,,Upbound,IMG_4440.jpg
1854,July,26,American,Schooner,Australia,Oswego,Cleveland,R.R. Iron,Merchandise,,,Upbound,IMG_4440.jpg
1854,July,26,American,Schooner,Ch.C. Griswould,Oswego,Cleveland,R.R. Iron,,,,Upbound,IMG_4440.jpg
1854,July,26,American,Schooner,Hamilton,Oswego,Detroit,Salt,,,,Upbound,IMG_4440.jpg
1854,July,26,American,Brigantine,Castalia,Oswego,Sandusky,Salt,Coal,Merchandise,,Upbound,IMG_4440.jpg
1854,July,26,British,Schooner,Avoca,Oswego,Port Dover,Salt,Coal,,,Upbound,IMG_4440.jpg
1854,July,26,American,Propeller,Wisconsin,Cleveland,Ogdensburg,Pork,Wheat,Flour,,Downbound,IMG_4441.jpg
1854,July,26,American,Propeller,J.W. Brooks,Detroit,Ogdensburg,Corn,Wheat,Fish,Flour,Downbound,IMG_4441.jpg
1854,July,26,British,Schooner,George Keefer,Erie,Toronto,Coal,,,,Downbound,IMG_4441.jpg
1854,July,26,American,Brigantine,New York,Clayton,Pigeon Bay,No Cargo,,,,Upbound,IMG_4440.jpg
1854,July,26,American,Schooner,Suffolk,Quebec,Milwaukee,R.R. Iron,,,,Upbound,IMG_4440.jpg
1854,July,26,British,Barkentine,Empire,Kingston,Windsor,No Cargo,,,,Upbound,IMG_4440.jpg
1854,July,26,British,Barkentine,Quebec,Kingston,Bear Creek,No Cargo,,,,Upbound,IMG_4440.jpg
1854,July,26,British,Barkentine,Sinbad,Kingston,Bear Creek,No Cargo,,,,Upbound,IMG_4440.jpg
1854,July,26,British,Schooner,Lord Seaton,Kingston,Pigeon Bay,No Cargo,,,,Upbound,IMG_4440.jpg
1854,July,26,British,Schooner,St Andrews,Kingston,River St. Clair,No Cargo,,,,Upbound,IMG_4440.jpg
1854,July,26,British,Schooner,General Wolfe,Hamilton,Cleveland,No Cargo,,,,Upbound,IMG_4440.jpg
1854,July,26,British,Schooner,Merchant Miller,Montreal,Port Robinson,Pig Iron,,,,Upbound,IMG_4440.jpg
1854,July,26,British,Steamer,Ranger,Montreal,Windsor,Cement,Merchandise,,,Upbound,IMG_4440.jpg
1854,July,26,American,Brigantine,Ashland,Toledo ,Oswego ,Corn,,,,Downbound,IMG_4441.jpg
1854,July,27,American,Barkentine,Sonora,Oswego,Chicago,Salt,,,,Upbound,IMG_4440.jpg
1854,July,27,American,Brigantine,John Irwin,Oswego,Cleveland,Salt,,,,Upbound,IMG_4440.jpg
1854,July,27,American,Schooner,Ireland,Oswego,Cleveland,Salt,,,,Upbound,IMG_4440.jpg
1854,July,27,American,Schooner,Australia,Oswego,Dunkirk,Salt,,,,Upbound,IMG_4440.jpg
1854,July,27,American,Schooner,Saratoga,Oswego,Erie,Salt,,,,Upbound,IMG_4440.jpg
1854,July,27,American,Schooner,Chief J. Marshall,Oswego,Ashtabula,Salt,,,,Upbound,IMG_4440.jpg
1854,July,27,British,Schooner,Petrel,Oswego,Port Dover,No Cargo,,,,Upbound,IMG_4440.jpg
1854,July,27,American,Schooner,Omar,Erie,Burlington,Coal,,,,Downbound,IMG_4441.jpg
1854,July,27,American,Schooner,Henry Clay,Ashtabula,Oswego,Lumber,,,,Downbound,IMG_4441.jpg
1854,July,27,American,Propeller,Cincinnati,Huron,Oswego,Oats,Rugs,Fish,Merchandise,Downbound,IMG_4441.jpg
1854,July,27,American,Propeller,Northern Michigan,Detroit,Cape Vincent,Lumber,Fish,,,Downbound,IMG_4441.jpg
1854,July,27,American,Brigantine,Iroquois,Cleveland,Toronto,Coal,,,,Downbound,IMG_4441.jpg
1854,July,27,American,Schooner,Reindeer,Deal Town,Clayton,Staves,,,,Downbound,IMG_4441.jpg
1854,July,27,British,Brigantine,Manchester,Stoney Creek,Port Metcalf,Timber,,,,Downbound,IMG_4441.jpg
1854,July,27,British,Brigantine,Beaver,Gosfield,Kingston,Timber,,,,Downbound,IMG_4441.jpg
1854,July,27,British,Brigantine,Halifax,Port Robinson,Kingston,Staves,,,,Downbound,IMG_4441.jpg
1854,July,27,British,Schooner,Junius,Clear Creek,Kingston,Staves,,,,Downbound,IMG_4441.jpg
1854,July,27,British,Schooner,H.J. Joens,Port Dover,Oswego,Lumber,,,,Downbound,IMG_4441.jpg
1854,July,27,British,Schooner,Teresa Shickluna,Cleveland,St. Catharines,Coal,,,,Downbound,IMG_4441.jpg
1854,July,27,British,Steamer,Free Trader,Port Stanley,Montreal,Castings,Pork,Ashes,,Downbound,IMG_4441.jpg
1854,July,27,British,Brigantine,Fearless,Kingston,Bear Creek,No Cargo,,,,Upbound,IMG_4440.jpg
1854,July,27,British,Brigantine,Christina,Kingston,Port Dover,No Cargo,,,,Upbound,IMG_4440.jpg
1854,July,27,British,Schooner,Mary,Beamsville,Cleveland,No Cargo,,,,Upbound,IMG_4440.jpg
1854,July,27,British,Sailboat,NONE,St. Catharines,Port Colborne ,No Cargo,,,,Upbound,IMG_4440.jpg
1854,July,27,American,Schooner,Utica,Port Burwell,Oswego,Lumber,,,,Downbound,IMG_4441.jpg
1854,July,27,American,Schooner,Daniel Webster,Toledo ,Oswego,Corn,,,,Downbound,IMG_4441.jpg
1854,July,28,American,Propeller,Boston,Cleveland,Ogdensburg,Ashes,Butter,Oats,Corn,Downbound,IMG_4441.jpg
1854,July,28,American,Schooner,Northerner,Erie,Ogdensburg,Coal,,,,Downbound,IMG_4441.jpg
1854,July,28,American,Schooner,John J. Morley,Cleveland,Oswego,Coal,,,,Downbound,IMG_4441.jpg
1854,July,28,British,Schooner,John Young,Bear Creek,Kingston,Staves,,,,Downbound,IMG_4441.jpg
1854,July,28,British,Schooner,Empress,Montreal,St. Catharines,Iron,Merchandise,,,Upbound,IMG_4442.jpg
1854,July,28,British,Schooner,Emblem,Hamilton,Chatham,Merchandise,,,,Upbound,IMG_4442.jpg
1854,July,28,British,Schooner,Admiral,Toronto,Cleveland,No Cargo,,,,Upbound,IMG_4442.jpg
1854,July,28,American,Schooner,Gem,Hamilton,Thorold,No Cargo,,,,Upbound,IMG_4440.jpg
1854,July,28,American,Barkentine,Northern Light,Clayton,Point Pelee,No Cargo,,,,Upbound,IMG_4440.jpg
1854,July,28,British,Schooner,Empress,Montreal,St. Catharines,Iron,Merchandise,,,Upbound,IMG_4442.jpg
1854,July,28,British,Schooner,Emblem,Hamilton,Chatham,Merchandise,,,,Upbound,IMG_4442.jpg
1854,July,28,British,Schooner,Admiral,Toronto,Cleveland,No Cargo,,,,Upbound,IMG_4442.jpg
1854,July,28,American,Schooner,Toledo,Port Burwell,Oswego,Lumber,,,,Downbound,IMG_4441.jpg
1854,July,29,American,Barkentine,Waverly,Chicago,Ogdensburg,Wheat,Flour,,,Downbound,IMG_4443.jpg
1854,July,29,American,Barkentine,Indiana,Chicago,Ogdensburg,Oats,Pork,,,Downbound,IMG_4443.jpg
1854,July,29,American,Schooner,Syracuse,Chicago,Oswego,Corn,,,,Downbound,IMG_4443.jpg
1854,July,29,American,Schooner,Live Yankee,Sandusky,Oswego,Corn,,,,Downbound,IMG_4443.jpg
1854,July,29,American,Schooner,Scotland,Milan,Oswego,Staves,,,,Downbound,IMG_4443.jpg
1854,July,29,American,Schooner,Cincinnati,Gibraltar,Oswego,Staves,,,,Downbound,IMG_4443.jpg
1854,July,29,American,Schooner,Fairfield,Pigeon Bay,Clayton,Staves,,,,Downbound,IMG_4443.jpg
1854,July,29,American,Schooner,Jenny Lind,Cleveland,Prescott,Corn,Flour,,,Downbound,IMG_4443.jpg
1854,July,29,American,Schooner,Gipsey,Cleveland,Toronto,Coal,,,,Downbound,IMG_4443.jpg
1854,July,29,American,Brigantine,Mayflower,Cleveland,Toronto,Coal,,,,Downbound,IMG_4443.jpg
1854,July,29,British,Barkentine,London,Belle River,Kingston,Timber,,,,Downbound,IMG_4443.jpg
1854,July,29,British,Schooner,William Black,New Glasgow,Kingston,Timber,Staves,,,Downbound,IMG_4443.jpg
1854,July,29,British,Schooner,Royal Tar,Morpeth,Kingston,Staves,,,,Downbound,IMG_4443.jpg
1854,July,29,British,Schooner,Larawick,Chatham,Kingston,Staves,,,,Downbound,IMG_4443.jpg
1854,July,29,British,Schooner,Princess Victoria,Chatham,Port Metcalf,Staves,,,,Downbound,IMG_4443.jpg
1854,July,29,British,Schooner,Catharine,Cleveland,Hamilton,Coal,,,,Downbound,IMG_4443.jpg
1854,July,29,British,Steamer,George Moffatt,Montreal,Port Stanley,Iron,Merchandise,,,Upbound,IMG_4442.jpg
1854,July,29,American,Schooner,Albion,Toledo ,Oswego,Corn,Lumber,,,Downbound,IMG_4443.jpg
1854,July,29,American,Schooner,Harbridge,Toledo ,Oswego,Oil Cake,Wheat,,,Downbound,IMG_4443.jpg
1854,July,31,American,Schooner,Amazon,Oswego,Cleveland,Salt,Gypsum,,,Upbound,IMG_4442.jpg
1854,July,31,American,Schooner,Virginia,Oswego,Cleveland,Salt,R.R. Iron,Merchandise,,Upbound,IMG_4442.jpg
1854,July,31,American,Schooner,White Cloud,Oswego,Detroit,Salt,Coal,,,Upbound,IMG_4442.jpg
1854,July,31,American,Barkentine,Arabia,Oswego,Detroit,Salt,,,,Upbound,IMG_4442.jpg
1854,July,31,American,Propeller,Louisville,Oswego,Sandusky,Iron ,Fish,Merchandise,,Upbound,IMG_4442.jpg
1854,July,31,American,Schooner,Maple Leaf,Oswego,Chicago,R.R. Iron,Merchandise,,,Upbound,IMG_4442.jpg
1854,July,31,American,Schooner,Andover,Oswego,Toledo,R.R. Iron,,,,Upbound,IMG_4442.jpg
1854,July,31,American,Schooner,S. Robinson,Monroe,Oswego,Staves,,,,Downbound,IMG_4443.jpg
1854,July,31,American,Schooner,Cherokee,Ashley ,Oswego,Staves,,,,Downbound,IMG_4443.jpg
1854,July,31,American,Propeller,Bay State,Cleveland,Cape Vincent,Hides,Lumber,,,Downbound,IMG_4443.jpg
1854,July,31,British,Schooner,Industry,Port Rowan,Oswego,Lumber,,,,Downbound,IMG_4443.jpg
1854,July,31,American,Propeller,Wisconsin,Ogdensburg,Chicago,Iron,Fish,Merchandise,,Upbound,IMG_4442.jpg
1854,July,31,American,Propeller,J.W. Brooks,Ogdensburg,Cleveland,Iron,Merchandise,,,Upbound,IMG_4442.jpg
1854,July,31,British,Propeller,Hibernia,Montreal,Port Stanley,Iron,Tin,Merchandise,,Upbound,IMG_4442.jpg
1854,July,31,British,Barkentine,Northerner,Toronto,Cleveland,No Cargo,,,,Upbound,IMG_4442.jpg
1854,July,31,British,Barkentine,Northern Light,Kingston,Bear Creek,No Cargo,,,,Upbound,IMG_4442.jpg
1854,July,31,British,Schooner,Annexation,Toronto,Goderich,Salt,Water Lime,Merchandise,,Upbound,IMG_4442.jpg
1854,August,1,American,Schooner,Minnesota,Oswego,Cleveland,Salt,R.R. Iron,,,Upbound,IMG_4444.jpg
1854,August,1,American,Schooner,Speedwell,Oswego,Cleveland,R.R. Iron,,,,Upbound,IMG_4444.jpg
1854,August,1,British,Schooner,Mary Frances,Oswego,Dunnville,Salt,,,,Upbound,IMG_4444.jpg
1854,August,1,American,Schooner,Kate Robinson,Chicago,Ogdensburg,Wheat,Flour,,,Downbound,IMG_4445.jpg
1854,August,1,American,Propeller,Bay State,Chicago,Ogdensburg,Corn,Pork,Merchandise,,Downbound,IMG_4445.jpg
1854,August,1,American,Brigantine,Mohegan,Chicago,Oswego,Corn,Lumber,,,Downbound,IMG_4445.jpg
1854,August,1,American,Brigantine,Hampton,Chicago,Oswego,Corn,Lumber,,,Downbound,IMG_4445.jpg
1854,August,1,American,Barkentine,Hungarian,Chicago,Oswego,Oats, ,,,Downbound,IMG_4445.jpg
1854,August,1,American,Schooner,L.D. Cowan,Detroit,Oswego,Lumber,,,,Downbound,IMG_4445.jpg
1854,August,1,American,Schooner,C.L. Burton,Sandusky,Oswego,Corn,Staves,,,Downbound,IMG_4445.jpg
1854,August,1,American,Schooner,J. Oades,Monroe,Oswego,Staves,,,,Downbound,IMG_4445.jpg
1854,August,1,American,Schooner,Isabella,Cleveland,Oswego,Coal, ,,,Downbound,IMG_4445.jpg
1854,August,1,American,Brigantine,Farwell,Bear Creek,Clayton,Staves,,,,Downbound,IMG_4445.jpg
1854,August,1,American,Barkentine,Clayton,Bear Creek,Clayton,Timber,,,,Downbound,IMG_4445.jpg
1854,August,1,American,Barkentine,Path Finder,Bear Creek,Clayton,Timber,,,,Downbound,IMG_4445.jpg
1854,August,1,British,Schooner,Emma,Goderich,St. Catharines,Ashes,Wheat,Flour,,Downbound,IMG_4445.jpg
1854,August,1,American,Brigantine,Seminole ,Toledo,Oswego,Corn,Ashes,,,Downbound,IMG_4445.jpg
1854,August,1,British,Propeller,St. Lawrence,Toledo,Montreal,Flour,Pork,,,Downbound,IMG_4445.jpg
1854,August,1,British,Barkentine,Pomona,Wallaceburg,Port Metcalf,Timber,,,,Downbound,IMG_4445.jpg
1854,August,2,American,Schooner,Western,Oswego,Detroit,Coal,,,,Upbound,IMG_4444.jpg
1854,August,2,American,Schooner,J.C. Riggs,Oswego,Toledo,R.R. Iron,,,,Upbound,IMG_4444.jpg
1854,August,2,American,Schooner,Alvin Bronson,Oswego,Toledo,R.R. Iron,Merchandise,,,Upbound,IMG_4444.jpg
1854,August,2,American,Barkentine,America,Bear Creek,Clayton,Timber,,,,Downbound,IMG_4445.jpg
1854,August,2,American,Barkentine,Grace Greenwood,Detroit,Oswego,Lumber,,,,Downbound,IMG_4445.jpg
1854,August,2,American,Schooner,Odd Fellow,Ashley,Oswego,Staves,,,,Downbound,IMG_4445.jpg
1854,August,2,British,Schooner,Paragon,Cleveland,Toronto,Coal,,,,Downbound,IMG_4445.jpg
1854,August,2,British,Schooner,Albion,Cleveland,Toronto,Coal,,,,Downbound,IMG_4445.jpg
1854,August,2,British,Schooner,Marco Polo,Cleveland,Toronto,Coal,Grind Stones,,,Downbound,IMG_4445.jpg
1854,August,2,British,Schooner,Royal Oak,Deal Town,Kingston,Staves,,,,Downbound,IMG_4445.jpg
1854,August,2,British,Brigantine,Burlington,Port Stanley,Kingston,Wheat,,,,Downbound,IMG_4445.jpg
1854,August,2,British,Brigantine,William Penn,River Sable,Kingston,Timber,,,,Downbound,IMG_4445.jpg
1854,August,2,British,Barkentine,Ontario,Bear Creek,Kingston,Timber,,,,Downbound,IMG_4445.jpg
1854,August,2,British,Schooner,Antelope,Bayfield,St. Catharines,Oats,Pork,Wheat,,Downbound,IMG_4445.jpg
1854,August,2,American,Brigantine,Venice,Ogdensburg,Cleveland,Iron Ore,,,,Upbound,IMG_4444.jpg
1854,August,2,American,Barkentine,Chieftan,Ogdensburg,Cleveland,Iron Ore,Pig Iron,,,Upbound,IMG_4444.jpg
1854,August,2,British,Schooner,Teresa Shickluna,St. Catharines,Allanburg,No Cargo,,,,Upbound,IMG_4444.jpg
1854,August,2,British,Schooner,Maid of the West,Hamilton,Port Robinson,Iron,,,,Upbound,IMG_4444.jpg
1854,August,2,British,Schooner,Arabian,Toronto,Erie,No Cargo,,,,Upbound,IMG_4444.jpg
1854,August,2,American,Schooner,Sylph,Toledo,Oswego,Corn,Pork,Wheat,,Downbound,IMG_4445.jpg
1854,August,2,American,Schooner,Plymouth Rock,Toledo,Oswego,Corn,,,,Downbound,IMG_4445.jpg
1854,August,2,American,Brigantine,Oxford,Toledo,Oswego,Oil Cake,,,,Downbound,IMG_4445.jpg
1854,August,2,American,Schooner,L.B. Crocker,Toledo,Ogdensburg,Corn,,,,Downbound,IMG_4445.jpg
1854,August,3,American,Propeller,Cincinnati,Oswego,Cleveland,Water Lime,Salt,Merchandise,,Upbound,IMG_4446.jpg
1854,August,3,American,Schooner,G.S. Weeks,Erie,Oswego,Lumber,,,,Downbound,IMG_4447.jpg
1854,August,3,American,Schooner,Reeves,Detroit,Oswego,Lumber,,,,Downbound,IMG_4447.jpg
1854,August,3,American,Schooner,Gem of Oswego,Thorold,Oswego,Lumber,,,,Downbound,IMG_4447.jpg
1854,August,3,American,Schooner,Cascade,Sandusky,Oswego,Staves,,,,Downbound,IMG_4447.jpg
1854,August,3,American,Schooner,Carlton,Ashley,Oswego,Staves,,,,Downbound,IMG_4447.jpg
1854,August,3,American,Schooner,Carrington,Gibraltar,Oswego,Staves,,,,Downbound,IMG_4447.jpg
1854,August,3,American,Schooner,Gem of Chicago,Chicago,Oswego,Wheat,Flax Seed,,,Downbound,IMG_4447.jpg
1854,August,3,American,Barkentine,Danube,Chicago,Ogdensburg,Corn, , ,,Downbound,IMG_4447.jpg
1854,August,3,American,Propeller,Granite State,Chicago,Ogdensburg,Corn,Pork,Flour,,Downbound,IMG_4447.jpg
1854,August,3,American,Propeller,Cleveland,Cleveland,Ogdensburg,Ashes,Pork,Merchandise,,Downbound,IMG_4447.jpg
1854,August,3,American,Barkentine,Sovereign of the Lakes,Corunna,Clayton,Timber,,,,Downbound,IMG_4447.jpg
1854,August,3,British,Brigantine,British Queen,Corunna,Kingston,Timber,,,,Downbound,IMG_4447.jpg
1854,August,3,British,Schooner,Dexter Calvin ,Point Pelee,Kingston,Timber,,,,Downbound,IMG_4447.jpg
1854,August,3,British,Schooner,Edith,Cleveland,Hamilton,Coal,,,,Downbound,IMG_4447.jpg
1854,August,3,British,Schooner,Globe,Cleveland,Montreal,Coal,,,,Downbound,IMG_4447.jpg
1854,August,3,British,Schooner,George  Keefer,Toronto,Erie,No Cargo,,,,Upbound,IMG_4446.jpg
1854,August,3,British,Schooner,J.L. Ranney,Montreal,St. Catharines,R.R. Iron,,,,Upbound,IMG_4446.jpg
1854,August,3,British,Barkentine,Plymouth,Kingston,River St. Clair,No Cargo,,,,Upbound,IMG_4446.jpg
1854,August,3,American,Brigantine,Acadia,Cleveland,Oswego,Corn,Oil,Ashes,,Downbound,IMG_4447.jpg
1854,August,3,American,Schooner,Napoleon,Port Burwell,Oswego,Lumber,,,,Downbound,IMG_4447.jpg
1854,August,3,British,Schooner,S.G.,Port Burwell,Oswego,Lumber,,,,Downbound,IMG_4447.jpg
1854,August,3,American,Brigantine,H.H. Sizer,Saginaw,Oswego,Lumber,,,,Downbound,IMG_4447.jpg
1854,August,3,American,Brigantine,Henry Wheaton,Toledo,Oswego,Oil Cake,Wheat,,,Downbound,IMG_4447.jpg
1854,August,3,American,Schooner,Pierrepont,Toledo,Oswego,Oil Cake,Corn,,,Downbound,IMG_4447.jpg
1854,August,3,American,Schooner,Alvin Buckingham,Toledo,Oswego,Oil Cake,Oats,Pork,,Downbound,IMG_4447.jpg
1854,August,4,British,Schooner,Minerva Cook,Lake St. Clair,Kingston,Timber,,,,Downbound,IMG_4449.jpg
1854,August,4,American,Propeller,Ogdensburg,Chicago,Ogdensburg,Ashes,Flour,Corn,Merchandise,Downbound,IMG_4447.jpg
1854,August,4,American,Schooner,Belle Sheridan,Chicago,Oswego,Corn,,,,Downbound,IMG_4447.jpg
1854,August,4,American,Schooner,Virginia Purdy,Milwaukee,Oswego,Wheat,,,,Downbound,IMG_4447.jpg
1854,August,4,American,Schooner,Manitou,Ashley,Oswego,Staves,,,,Downbound,IMG_4447.jpg
1854,August,4,American,Schooner,Potomac,Milan,Oswego,Staves,,,,Downbound,IMG_4447.jpg
1854,August,4,American,Schooner,Comely,Port Huron,Oswego,Lumber,Shingles,,,Downbound,IMG_4447.jpg
1854,August,4,American,Schooner,R.F. Wade,Ashtabula,Oswego,Lumber,Staves,,,Downbound,IMG_4447.jpg
1854,August,4,American,Schooner,Raleigh,Detroit,Oswego,Lumber,Fish,,,Downbound,IMG_4447.jpg
1854,August,4,American,Schooner,H.D. Massey,Monroe,Oswego,Staves, ,,,Downbound,IMG_4447.jpg
1854,August,4,British,Schooner,Isaac Buchanan,Port Stanley,Oswego,Lard,Wheat,Flour,,Downbound,IMG_4449.jpg
1854,August,4,British,Schooner,Favourite,Port Dover,Oswego,Lumber,,,,Downbound,IMG_4449.jpg
1854,August,4,British,Brigantine,Manchester,Kingston,Bear Creek,No Cargo,,,,Upbound,IMG_4446.jpg
1854,August,4,British,Schooner,Leander,Kingston,Buffalo,Pig Iron,,,,Upbound,IMG_4446.jpg
1854,August,4,British,Schooner,Emma,Port Burwell,Oswego,Lumber,,,,Downbound,IMG_4449.jpg
1854,August,4,American,Schooner,A.L. Hoselton,Toledo,Oswego,Oil Cake, ,,,Downbound,IMG_4447.jpg
1854,August,4,American,Brigantine,Canton,Toledo,Oswego,Ashes,Corn,,,Downbound,IMG_4447.jpg
1854,August,4,British,Barkentine,Gibraltar,St. Catharines,Bear Creek,No Cargo,,,,Upbound,IMG_4446.jpg
1854,August,4,American,Schooner,Marshfield,Wallaceburg,Clayton,Staves,Lumber,,,Downbound,IMG_4447.jpg
1854,August,5,British,Schooner,Quebec,Lake St. Clair,Kingston,Timber,,,,Downbound,IMG_4449.jpg
1854,August,5,British,Schooner,Queen Victoria,Mersea,Kingston,Timber,,,,Downbound,IMG_4449.jpg
1854,August,5,American,Barkentine,White Cloud,Chicago,Ogdensburg,Corn,,,,Downbound,IMG_4449.jpg
1854,August,5,American,Propeller,Kentucky,Milwaukee,Ogdensburg,Wheat,Fish,,,Downbound,IMG_4449.jpg
1854,August,5,American,Schooner,Queen of the West,Milwaukee,Oswego,Oats,,,,Downbound,IMG_4449.jpg
1854,August,5,American,Schooner,Roman,Ashley,Oswego,Staves,,,,Downbound,IMG_4449.jpg
1854,August,5,American,Propeller,St. Nicholas,Ashley,Oswego,Staves,,,,Downbound,IMG_4449.jpg
1854,August,5,American,Brigantine,Mahoning,Cleveland,Kingston,Coal,,,,Downbound,IMG_4449.jpg
1854,August,5,American,Schooner,Monsoon,Cleveland,Oswego,Corn,Pork,,,Downbound,IMG_4449.jpg
1854,August,5,American,Barkentine,E.A. Rolesson,Ashley,Clayton,Staves,Timber,,,Downbound,IMG_4449.jpg
1854,August,5,British,Schooner,Welland,Chatham,Kingston,Staves,,,,Downbound,IMG_4449.jpg
1854,August,5,British,Schooner,A. Gilmour,Pigeon Bay,Kingston,Timber,,,,Downbound,IMG_4449.jpg
1854,August,5,American,Schooner,Reindeer,Clayton,Deal Town,No Cargo,,,,Upbound,IMG_4448.jpg
1854,August,5,British,Propeller,Lord Elgin,Hamilton,Chatham,No Cargo,,,,Upbound,IMG_4448.jpg
1854,August,5,British,Schooner,Prince of Wales,Hamilton,Sandwich,No Cargo,,,,Upbound,IMG_4448.jpg
1854,August,5,British,Schooner,Caroline Marsh,Kingston,Detroit,Pig Iron,,,,Upbound,IMG_4448.jpg
1854,August,5,British,Schooner,Conductor,Montreal,Amherstburg,Pig Iron,Merchandise,,,Upbound,IMG_4448.jpg
1854,August,7,American,Schooner,Utica,Oswego,Port Burwell,No Cargo,,,,Upbound,IMG_4448.jpg
1854,August,7,American,Schooner,Live Yankee,Oswego,Sandusky,R.R. Iron,,,,Upbound,IMG_4448.jpg
1854,August,7,American,Schooner,Harbridge,Oswego,Toledo,R.R. Iron,Salt,,,Upbound,IMG_4448.jpg
1854,August,7,American,Schooner,A. Scott,Oswego,Toledo,R.R. Iron,,,,Upbound,IMG_4448.jpg
1854,August,7,American,Brigantine,Ashland,Oswego,Toledo,R.R. Iron,Earthenware,,,Upbound,IMG_4448.jpg
1854,August,7,American,Schooner,Freeman,Cleveland,Oswego,Corn,Grind Stones,,,Downbound,IMG_4449.jpg
1854,August,7,American,Schooner,Sirius,Ashley,Oswego,Staves,,,,Downbound,IMG_4449.jpg
1854,August,7,American,Schooner,Ontonagon,Ashley,Oswego,Staves,,,,Downbound,IMG_4449.jpg
1854,August,7,American,Schooner,Governor Hunt,Sandusky,Oswego,Lumber,,,,Downbound,IMG_4449.jpg
1854,August,7,British,Steamer,Ranger,Chatham,Montreal,Ashes,Wheat,Flour,,Downbound,IMG_4449.jpg
1854,August,7,British,Schooner,Atlantic,Cleveland,Toronto,Coal,,,,Downbound,IMG_4449.jpg
1854,August,7,British,Steamer,Britannia,Montreal,Chatham,Iron,Merchandise,,,Upbound,IMG_4448.jpg
1854,August,7,British,Schooner,Antelope,St. Catharines,Port Burwell,No Cargo,,,,Upbound,IMG_4448.jpg
1854,August,7,British,Schooner,Britton,Montreal,Port Stanley,R.R. Iron,Pig Iron,,,Upbound,IMG_4448.jpg
1854,August,7,British,Schooner,Cornelia,Kingston,Point Pelee,No Cargo,,,,Upbound,IMG_4448.jpg
1854,August,7,British,Brigantine,Mohawk,Hamilton,Port Rowan,Brick,,,,Upbound,IMG_4448.jpg
1854,August,7,American,Schooner,Matt Sherman,Toledo,Ogdensburg,Corn,,,,Downbound,IMG_4449.jpg
1854,August,7,American,Schooner,Montezuma,Wallaceburg,Clayton,Staves,,,,Downbound,IMG_4449.jpg
1854,August,8,British,Schooner,Almeda,Clearville,Toronto,Lumber,,,,Downbound,IMG_4451.jpg
1854,August,8,American,Brigantine,Mohegan,Oswego,Detroit,Salt,,,,Upbound,IMG_4448.jpg
1854,August,8,American,Schooner,Syracuse,Oswego,Chicago,R.R. Iron,Merchandise,,,Upbound,IMG_4448.jpg
1854,August,8,American,Schooner,H.F. Jones,Oswego,Port Dover,Salt,,,,Upbound,IMG_4448.jpg
1854,August,8,American,Propeller,Jefferson,Detroit,Cape Vincent,Lumber,Wool,,,Downbound,IMG_4449.jpg
1854,August,8,American,Propeller,J.W. Brooks,Cleveland,Ogdensburg,Corn,Butter,Flour,,Downbound,IMG_4449.jpg
1854,August,8,American,Schooner,Koscinsko,Cleveland,Hamilton,Coal,,,,Downbound,IMG_4449.jpg
1854,August,8,American,Schooner,J.W. Fretter,Cleveland,Toronto,Coal,,,,Downbound,IMG_4449.jpg
1854,August,8,American,Schooner,Seaman,Cleveland,Oswego,Coal, ,,,Downbound,IMG_4449.jpg
1854,August,8,American,Schooner,Bloomer,Cleveland,Oswego,Corn,Pork,,,Downbound,IMG_4449.jpg
1854,August,8,American,Brigantine,Cumberland,Monroe,Oswego,Staves,,,,Downbound,IMG_4449.jpg
1854,August,8,American,Schooner,Empire State,Chicago,Oswego,Corn,,,,Downbound,IMG_4449.jpg
1854,August,8,British,Schooner,Bay of Quinte,River St. Clair,Kingston,Staves,,,,Downbound,IMG_4451.jpg
1854,August,8,British,Schooner,Mermaid,Chatham,Kingston,Staves,,,,Downbound,IMG_4451.jpg
1854,August,8,British,Schooner,Omar Pasha,Cleveland,Toronto,Coal,,,,Downbound,IMG_4451.jpg
1854,August,8,British,Schooner,Caledonia,Windsor,Oswego,Lumber,,,,Downbound,IMG_4451.jpg
1854,August,8,American,Propeller,Prairie State,Ogdensburg,Cleveland,Iron,Merchandise,,,Upbound,IMG_4448.jpg
1854,August,8,British,Schooner,Trade Wind,Port Hope,Windsor,No Cargo,,,,Upbound,IMG_4450.jpg
1854,August,8,British,Schooner,Maid of the West,Port Credit,Buffalo,No Cargo,,,,Upbound,IMG_4450.jpg
1854,August,8,British,Barkentine,Malta,Wallaceburg,Kingston,Timber,,,,Downbound,IMG_4451.jpg
1854,August,9,American,Schooner,Mountain,Deal Town,Clayton,Staves,,,,Downbound,IMG_4451.jpg
1854,August,9,American,Brigantine,St. Louis,Morpeth,Clayton,Staves,,,,Downbound,IMG_4451.jpg
1854,August,9,American,Propeller,Dayton,Ashley,Oswego,Staves,,,,Downbound,IMG_4451.jpg
